CNPJ_FUNDO,DIAS_OPERADOS,RETORNO_MEDIO_DIARIO,VOLATILIDADE_RISCO
09.087.483/0001-88,102,0.000258498415,0.01008034503
07.663.659/0001-77,102,0.000893264274,0.01234799785
34.606.424/0001-16,102,0.000513340907,0.0001893568061
01.623.535/0001-81,102,-0.000278615054,0.008471360635
18.599.673/0001-75,102,0.000582699304,0.001173998296
29.853.005/0001-49,102,0.000639060512,0.001998182424
03.917.776/0001-69,102,0.002099938152,0.02085229021
34.461.676/0001-02,102,0.000167802278,0.002483943639
30.190.210/0001-50,102,0.000136849918,0.001812956425
40.457.904/0001-65,102,0.000499302183,1.389244399e-05
09.577.092/0001-41,102,0.000121243556,0.002449340728
30.068.060/0001-07,102,0.000184920249,0.01272986214
49.226.557/0001-34,81,0.000555511294,0.0006073540977
27.580.533/0001-46,102,0.000008601594,0.004046156077
47.409.947/0001-14,102,0.000513135272,0.000734879582
17.408.524/0001-19,102,0.000135650317,0.003998078914
18.889.810/0001-06,102,0.000721056171,0.01138314956
28.015.594/0001-23,102,0.000012938061,0.004005710174
19.726.255/0001-64,102,0.000442694494,0.0002894788421
32.203.189/0001-06,102,0.000296063830,0.0009108177644
13.106.980/0001-53,102,0.000613767968,0.01100694335
33.269.968/0001-77,102,0.000610653777,4.123105626e-06
40.716.583/0001-76,102,0.000380352824,0.00348510918
30.556.644/0001-21,102,-0.000001424576,0.004097558663
03.187.084/0001-02,102,0.000432011883,7.211102551e-06
18.249.239/0001-65,102,0.000589529535,0.001176741263
15.603.942/0001-31,102,-0.000023690136,0.003959007704
28.205.308/0001-92,102,0.000377835344,0.0007021281934
45.823.842/0001-81,102,0.000502313120,2.151743479e-05
44.346.935/0001-08,102,0.000106189213,0.001167740553
26.786.653/0001-31,102,-0.000115848892,0.002575062912
38.860.877/0001-25,102,0.000521592031,0.002177084059
10.347.493/0001-94,102,0.000529877925,2.798213716e-05
34.896.651/0001-23,102,0.000012982836,0.002336923405
38.542.816/0001-10,102,-0.001370787152,0.01254797231
03.319.016/0001-50,102,-0.000298682719,0.008512816808
47.178.058/0001-93,102,0.000137178840,0.01193224329
42.903.657/0001-09,102,-0.000295410249,0.003237413319
10.322.668/0001-09,102,0.000501018525,0.0001141753038
